,loss,categorical_accuracy,f1_with_tfa,val_loss,val_categorical_accuracy,val_f1_with_tfa
0,0.6655863523483276,0.4859597384929657,0.13292157649993896,0.18112528324127197,0.6768161058425903,0.27346768975257874
1,0.14209938049316406,0.7412023544311523,0.3247986137866974,0.12268941104412079,0.7457699179649353,0.34312546253204346
2,0.11210423707962036,0.7772604823112488,0.37538719177246094,0.10531598329544067,0.7841482758522034,0.38998135924339294
3,0.09734804928302765,0.8066318035125732,0.4105902910232544,0.09930676966905594,0.7906365394592285,0.4237234592437744
4,0.0906430184841156,0.8190532326698303,0.429077684879303,0.09815856069326401,0.791611909866333,0.41978326439857483
5,0.0884123221039772,0.8201536536216736,0.4416465759277344,0.09018423408269882,0.8084051012992859,0.4322430491447449
6,0.08330483734607697,0.8327232003211975,0.45479220151901245,0.08850662410259247,0.7992451786994934,0.422157883644104
7,0.07830372452735901,0.8433882594108582,0.4710101783275604,0.08145592361688614,0.8292693495750427,0.4565136730670929
8,0.07700031250715256,0.8431978225708008,0.46929749846458435,0.0814836248755455,0.8290572762489319,0.46468526124954224
9,0.07694222033023834,0.8417800664901733,0.47279930114746094,0.07952037453651428,0.8321954011917114,0.4608779847621918
10,0.07412803173065186,0.8469221591949463,0.4786452353000641,0.08554739505052567,0.8015775680541992,0.4436543583869934
11,0.07427382469177246,0.8465412259101868,0.47861364483833313,0.08136686682701111,0.8249862194061279,0.46329596638679504
12,0.07053034007549286,0.8568254709243774,0.49482086300849915,0.07554139196872711,0.8409736752510071,0.47744500637054443
13,0.0680549144744873,0.8607401847839355,0.49460726976394653,0.07368717342615128,0.8442389965057373,0.47920605540275574
14,0.06823904067277908,0.8602323532104492,0.5000127553939819,0.07557549327611923,0.8398711085319519,0.48128223419189453
15,0.06633545458316803,0.8657553195953369,0.5047999024391174,0.07671932131052017,0.8341461420059204,0.47692689299583435
16,0.06634481996297836,0.8661574125289917,0.5082899332046509,0.07295382767915726,0.8464017510414124,0.4832199811935425
17,0.0655970424413681,0.8669403195381165,0.5072838664054871,0.07443444430828094,0.8417369723320007,0.4853478670120239
18,0.06338713318109512,0.8725268244743347,0.5202073454856873,0.07506740838289261,0.8334676027297974,0.4684017300605774
19,0.06329113990068436,0.87254798412323,0.5208733081817627,0.07559870928525925,0.8352063298225403,0.47218605875968933
20,0.062020156532526016,0.8758067488670349,0.519042432308197,0.07899706065654755,0.8222721815109253,0.4686088562011719
21,0.06105000525712967,0.8799965977668762,0.5249337553977966,0.07556770741939545,0.8335100412368774,0.47389283776283264
22,0.060676585882902145,0.8810757994651794,0.5321040153503418,0.07478179782629013,0.838768482208252,0.470096230506897
23,0.0601898729801178,0.8834881782531738,0.5354873538017273,0.07790020853281021,0.8304567337036133,0.4842545688152313
24,0.06120090186595917,0.8800389170646667,0.5333463549613953,0.08200530707836151,0.8167592287063599,0.45677560567855835
25,0.05968499183654785,0.8851598501205444,0.5340226292610168,0.07656680047512054,0.8332979679107666,0.4773465692996979
26,0.056351497769355774,0.8944494724273682,0.5432472229003906,0.07671035081148148,0.832746684551239,0.4791553318500519
