,loss,categorical_accuracy,f1_with_tfa,val_loss,val_categorical_accuracy,val_f1_with_tfa
0,0.9852223992347717,0.15013648569583893,0.005376923363655806,0.33054283261299133,0.1543615609407425,0.010793018154799938
1,0.29731670022010803,0.17161478102207184,0.012337739579379559,0.28462570905685425,0.13247953355312347,0.00823962315917015
2,0.269456148147583,0.2566604018211365,0.02569420076906681,0.2544599175453186,0.327806293964386,0.03799007833003998
3,0.25867214798927307,0.3127155900001526,0.037605948746204376,0.24556875228881836,0.3507484793663025,0.03854786604642868
4,0.2320311963558197,0.3677338659763336,0.04780159518122673,0.22703133523464203,0.41160255670547485,0.05875402316451073
5,0.21974514424800873,0.4101826250553131,0.05088918283581734,0.21316958963871002,0.434375137090683,0.058202676475048065
6,0.21340543031692505,0.43657025694847107,0.0718739703297615,0.2085527926683426,0.4576990008354187,0.10159826278686523
7,0.1961008906364441,0.5028038024902344,0.09991470724344254,0.19196051359176636,0.5229634046554565,0.11660831421613693
8,0.18706385791301727,0.5278159976005554,0.10925232619047165,0.18690620362758636,0.5119375586509705,0.10502756386995316
9,0.17970186471939087,0.5512199401855469,0.12603135406970978,0.18087661266326904,0.5353886485099792,0.12994128465652466
10,0.1714354306459427,0.5831516981124878,0.15986678004264832,0.17002107203006744,0.6015860438346863,0.1854587346315384
11,0.1646874099969864,0.6146814227104187,0.191226989030838,0.1634184867143631,0.6019676923751831,0.18468675017356873
12,0.1584850400686264,0.6413864493370056,0.21385590732097626,0.15813249349594116,0.6404732465744019,0.23473738133907318
13,0.15328192710876465,0.6604101061820984,0.22733503580093384,0.15323345363140106,0.6692676544189453,0.24969644844532013
14,0.1481051743030548,0.6799204349517822,0.23700174689292908,0.14776131510734558,0.6861032247543335,0.2616415023803711
15,0.14624255895614624,0.6847662925720215,0.24564144015312195,0.1533927321434021,0.6383529305458069,0.23853832483291626
16,0.14550115168094635,0.6841102838516235,0.24786657094955444,0.1443355828523636,0.6854246854782104,0.25964340567588806
17,0.14086514711380005,0.7020124197006226,0.25473564863204956,0.14094924926757812,0.7031084299087524,0.276077538728714
18,0.13899452984333038,0.7071545124053955,0.2604643702507019,0.1383344680070877,0.7103176116943359,0.283677339553833
