,loss,categorical_accuracy,f1_with_tfa,val_loss,val_categorical_accuracy,val_f1_with_tfa
0,0.9856830835342407,0.1479145884513855,0.007581230252981186,0.3277517259120941,0.17090030014514923,0.0130426324903965
1,0.2976902723312378,0.17506401240825653,0.018630733713507652,0.2841763198375702,0.19337601959705353,0.020174594596028328
2,0.2638251781463623,0.27143070101737976,0.03881965950131416,0.2572096288204193,0.3078325688838959,0.046304747462272644
3,0.26102176308631897,0.30101361870765686,0.048463042825460434,0.2446272373199463,0.32373520731925964,0.05684911832213402
4,0.23513859510421753,0.34502825140953064,0.06175651028752327,0.23958340287208557,0.37004366517066956,0.06367533653974533
5,0.22462962567806244,0.39809975028038025,0.07124561071395874,0.21910275518894196,0.4085916578769684,0.07535583525896072
6,0.21391929686069489,0.42899465560913086,0.08383619040250778,0.21050958335399628,0.430388867855072,0.08344773203134537
7,0.20517365634441376,0.45531877875328064,0.09449145942926407,0.2040753811597824,0.4663500189781189,0.10329240560531616
8,0.20196186006069183,0.4720993638038635,0.11471948772668839,0.19649648666381836,0.49658623337745667,0.13959011435508728
9,0.1915457844734192,0.5180184841156006,0.14902500808238983,0.19091856479644775,0.5118951797485352,0.15182824432849884
10,0.18224628269672394,0.556213915348053,0.1727706789970398,0.18201422691345215,0.5456087589263916,0.1909651756286621
11,0.1750713735818863,0.5757242441177368,0.19241011142730713,0.17128469049930573,0.5811882615089417,0.22164598107337952
12,0.1656647026538849,0.6074020862579346,0.23391403257846832,0.16342854499816895,0.5995504856109619,0.25800690054893494
13,0.16348940134048462,0.6204160451889038,0.2595753073692322,0.15790955722332,0.6190153360366821,0.26000359654426575
14,0.15366318821907043,0.655394971370697,0.3000255227088928,0.15052498877048492,0.6549340486526489,0.32727035880088806
15,0.1517372727394104,0.6615951061248779,0.3180526793003082,0.14916320145130157,0.6731266975402832,0.3460783362388611
16,0.14771157503128052,0.6733817458152771,0.3305557370185852,0.14858423173427582,0.6654086112976074,0.3312920331954956
17,0.14429515600204468,0.685210645198822,0.3412690758705139,0.1426546722650528,0.6876298785209656,0.3560711145401001
18,0.14240804314613342,0.6894004940986633,0.34598401188850403,0.14135012030601501,0.7009880542755127,0.37496650218963623
19,0.13779667019844055,0.7051653861999512,0.361571729183197,0.13874591886997223,0.6912344694137573,0.3602534532546997
20,0.1387452781200409,0.699028730392456,0.3511538803577423,0.13792723417282104,0.687926709651947,0.3683792054653168
21,0.13515523076057434,0.7111327648162842,0.36211517453193665,0.13862468302249908,0.6942029595375061,0.3430131673812866
22,0.13325980305671692,0.7162113785743713,0.36316514015197754,0.13366778194904327,0.7148127555847168,0.3791216015815735
23,0.13207633793354034,0.7216920256614685,0.3658791482448578,0.13082392513751984,0.7213858366012573,0.37952864170074463
24,0.13156339526176453,0.7198298573493958,0.36018505692481995,0.1328367292881012,0.7166363000869751,0.3820187449455261
25,0.13069291412830353,0.7232155799865723,0.3630528748035431,0.13527098298072815,0.69394850730896,0.3629589378833771
26,0.12821638584136963,0.7312355637550354,0.36039113998413086,0.12836246192455292,0.7369068264961243,0.38974955677986145
27,0.12680791318416595,0.7371394634246826,0.3642357289791107,0.1295453906059265,0.7158729434013367,0.38676828145980835
28,0.125888392329216,0.7364199757575989,0.3590678870677948,0.12526440620422363,0.738391101360321,0.40054190158843994
29,0.12385000288486481,0.7442706823348999,0.36470791697502136,0.12858867645263672,0.7202832698822021,0.3942309617996216
30,0.12345108389854431,0.7434453964233398,0.36389660835266113,0.13122284412384033,0.7031084299087524,0.37016090750694275
31,0.12275471538305283,0.7465348839759827,0.3675664961338043,0.12395314872264862,0.7372460961341858,0.40308812260627747
32,0.12050887197256088,0.7567555904388428,0.37137100100517273,0.1220531240105629,0.7473813891410828,0.4151949882507324
33,0.11993316560983658,0.7550204396247864,0.3750288486480713,0.11990942060947418,0.7573469877243042,0.40913814306259155
34,0.11831504851579666,0.7590833306312561,0.37896662950515747,0.1224321499466896,0.7453034520149231,0.4034152626991272
35,0.11991693079471588,0.7539623975753784,0.37558770179748535,0.12315185368061066,0.7429710626602173,0.4143483638763428
36,0.11834417283535004,0.760374128818512,0.3817857801914215,0.11928381025791168,0.7602307200431824,0.42212069034576416
37,0.11688435822725296,0.7650507092475891,0.38599443435668945,0.11812258511781693,0.7558627724647522,0.4196191132068634
38,0.1141277477145195,0.7717586755752563,0.38769397139549255,0.11707057803869247,0.7615453004837036,0.4188750684261322
39,0.11330553144216537,0.7730917930603027,0.39205679297447205,0.11791732162237167,0.7479750514030457,0.4190275967121124
40,0.1143915057182312,0.7722454071044922,0.39512181282043457,0.11786945164203644,0.7553114891052246,0.4292069375514984
41,0.11312855035066605,0.7766256928443909,0.3962631821632385,0.11578306555747986,0.7627326846122742,0.43012768030166626
42,0.11145968735218048,0.7800748944282532,0.4020453095436096,0.1152845248579979,0.7627326846122742,0.4236525297164917
43,0.11219940334558487,0.777620255947113,0.39623135328292847,0.11386672407388687,0.7726559638977051,0.4468405246734619
44,0.11168123781681061,0.7827200293540955,0.4077320098876953,0.11163464188575745,0.7736313343048096,0.44849106669425964
45,0.10903500020503998,0.789131760597229,0.4088941514492035,0.11170236766338348,0.7805860638618469,0.45129144191741943
46,0.10896246135234833,0.7875024080276489,0.407968670129776,0.11665317416191101,0.7634960412979126,0.43671539425849915
47,0.10946048051118851,0.78839111328125,0.41016054153442383,0.11369094252586365,0.7712989449501038,0.4485287368297577
48,0.10848215222358704,0.7924540042877197,0.4133508801460266,0.10959865897893906,0.7799075245857239,0.4522382616996765
49,0.10696991533041,0.7924328446388245,0.41531264781951904,0.1137469932436943,0.7702811360359192,0.446867436170578
50,0.10747390985488892,0.7922847270965576,0.4149234890937805,0.11240912228822708,0.7760909199714661,0.45326533913612366
51,0.10614674538373947,0.7967073917388916,0.42547503113746643,0.1088251918554306,0.7891098856925964,0.46829724311828613
52,0.1062488928437233,0.7961995005607605,0.41927656531333923,0.11209902912378311,0.7746914625167847,0.4578011631965637
53,0.10449257493019104,0.8010453581809998,0.4265255928039551,0.108644500374794,0.7777872085571289,0.4507843852043152
54,0.10438317060470581,0.8008549213409424,0.4252644181251526,0.1100383847951889,0.7781688570976257,0.457224041223526
55,0.10442164540290833,0.8026958703994751,0.42500436305999756,0.1099889874458313,0.7768542766571045,0.4667723476886749
56,0.10506973415613174,0.7982097864151001,0.42621636390686035,0.11310335248708725,0.7699419260025024,0.46440258622169495
57,0.10456591844558716,0.8018918037414551,0.4351603090763092,0.11039126664400101,0.7810525298118591,0.4648478627204895
58,0.10396042466163635,0.8041560053825378,0.43017643690109253,0.10990853607654572,0.7803740501403809,0.4640503227710724
59,0.10250099003314972,0.8061874508857727,0.4381944537162781,0.10890203714370728,0.7820279002189636,0.46422889828681946
60,0.10115543007850647,0.8100387454032898,0.43520304560661316,0.11010590940713882,0.7733768820762634,0.4603795111179352
61,0.10064804553985596,0.8119855523109436,0.4372834861278534,0.10801945626735687,0.7830032706260681,0.47539258003234863
62,0.10011044144630432,0.8120701909065247,0.43960657715797424,0.10999905318021774,0.7754971981048584,0.46476420760154724
63,0.10046921670436859,0.8139111399650574,0.43716961145401,0.1075974702835083,0.784275472164154,0.46972817182540894
64,0.10083237290382385,0.814376711845398,0.4440782964229584,0.11108188331127167,0.7750731706619263,0.46469804644584656
65,0.09980447590351105,0.8167678713798523,0.44063428044319153,0.10813900083303452,0.786862313747406,0.4702577292919159
66,0.0999615415930748,0.8155828714370728,0.44580304622650146,0.10598430037498474,0.789025068283081,0.47931018471717834
67,0.09763264656066895,0.8228198885917664,0.44909846782684326,0.10909058898687363,0.7807132601737976,0.47750863432884216
68,0.10000669956207275,0.8153712749481201,0.44391241669654846,0.11010314524173737,0.7813069820404053,0.4851621091365814
69,0.09968951344490051,0.8200901746749878,0.4483521580696106,0.11107196658849716,0.7723166942596436,0.47493115067481995
70,0.09955129027366638,0.8201748132705688,0.4494848847389221,0.10851985961198807,0.7819855213165283,0.4682095944881439
71,0.09912431240081787,0.8193072080612183,0.4438149631023407,0.109188012778759,0.7860565781593323,0.47271662950515747
72,0.09921178966760635,0.8185665607452393,0.4454798996448517,0.10929453372955322,0.7835545539855957,0.4781777858734131
73,0.09750946611166,0.8233277797698975,0.4482155442237854,0.10744819790124893,0.7848267555236816,0.4689716398715973
74,0.09612319618463516,0.8275811076164246,0.4492519497871399,0.10676619410514832,0.7884313464164734,0.4967494308948517
75,0.09583143889904022,0.8249359726905823,0.4547422230243683,0.10855919867753983,0.7905092835426331,0.4804520606994629
76,0.09852432459592819,0.8224178552627563,0.4514954090118408,0.11002305150032043,0.7789322137832642,0.4686056673526764
77,0.09895865619182587,0.8226506114006042,0.4478898346424103,0.1090623289346695,0.7849540114402771,0.4752635657787323
78,0.09813301265239716,0.8231372833251953,0.4516517221927643,0.10991789400577545,0.7813494205474854,0.4799504280090332
79,0.09672928601503372,0.8272637128829956,0.4553318917751312,0.11243936419487,0.7759212851524353,0.47660860419273376
80,0.09697084128856659,0.8289777040481567,0.46063336730003357,0.10910840332508087,0.7755396366119385,0.46623116731643677
81,0.09619590640068054,0.8295279145240784,0.45783400535583496,0.1099533811211586,0.7867774963378906,0.48923635482788086
