,loss,categorical_accuracy,f1_with_tfa,val_loss,val_categorical_accuracy,val_f1_with_tfa
0,0.6600170135498047,0.4926677644252777,0.1910306215286255,0.1993952989578247,0.6868241429328918,0.36185696721076965
1,0.143928661942482,0.7359333038330078,0.426788330078125,0.12236269563436508,0.7481023073196411,0.4519535005092621
2,0.10935918986797333,0.783502995967865,0.4939698576927185,0.10401029139757156,0.7920783758163452,0.5025428533554077
3,0.09688631445169449,0.806949257850647,0.530491292476654,0.09805352985858917,0.802383303642273,0.5226097106933594
4,0.09508631378412247,0.8082400560379028,0.5439287424087524,0.0958583876490593,0.7941986918449402,0.5338903069496155
5,0.08937757462263107,0.8186935186386108,0.5597202181816101,0.09297635406255722,0.8038251399993896,0.5350071787834167
6,0.08513714373111725,0.8273906707763672,0.5726551413536072,0.0902014747262001,0.8105254173278809,0.5553685426712036
7,0.08465136587619781,0.828681468963623,0.5813334584236145,0.08399306982755661,0.8264704346656799,0.5836699604988098
8,0.08171631395816803,0.833421528339386,0.5910501480102539,0.0882875993847847,0.8171409368515015,0.5756018161773682
9,0.07890551537275314,0.8400025367736816,0.6002373099327087,0.08127943426370621,0.8358848094940186,0.6032914519309998
10,0.07654454559087753,0.8460333943367004,0.6071995496749878,0.0827307403087616,0.8207030892372131,0.5937281847000122
11,0.07535331696271896,0.8491228818893433,0.6104153990745544,0.08184196054935455,0.8216784596443176,0.5777264833450317
12,0.07328781485557556,0.8530164957046509,0.6212330460548401,0.08334164321422577,0.8226962089538574,0.5906597971916199
13,0.07685370743274689,0.8468586802482605,0.621719241142273,0.08419781178236008,0.8210423588752747,0.5993049740791321
14,0.07239457964897156,0.8581162691116333,0.624709963798523,0.07746359705924988,0.8356727957725525,0.5986947417259216
15,0.07078567147254944,0.8582220673561096,0.6436898708343506,0.08082061260938644,0.833849310874939,0.6174748539924622
16,0.06740783900022507,0.8692680597305298,0.6557763814926147,0.07833638787269592,0.8352487087249756,0.6077040433883667
17,0.06996136903762817,0.8623061180114746,0.659738302230835,0.08031322807073593,0.8266825079917908,0.5877723097801208
18,0.06951221078634262,0.865437924861908,0.6563718318939209,0.08719905465841293,0.8118824362754822,0.5764445662498474
19,0.06782811880111694,0.8726749420166016,0.6648751497268677,0.0792841762304306,0.8366905450820923,0.6010684967041016
20,0.0632118359208107,0.8832553625106812,0.6808145046234131,0.08010779321193695,0.8355031609535217,0.602745532989502
21,0.06329242885112762,0.8825359344482422,0.6770392656326294,0.08144482225179672,0.8330011367797852,0.6039036512374878
22,0.06333626061677933,0.8857523798942566,0.6939582824707031,0.08525248616933823,0.8280819058418274,0.586574912071228
23,0.06658419221639633,0.8836574554443359,0.6966147422790527,0.08347171545028687,0.82651287317276,0.5766196250915527
24,0.06163257732987404,0.8935607671737671,0.7020760774612427,0.08540257066488266,0.8201094269752502,0.5748040676116943
25,0.0619015172123909,0.8911060690879822,0.6931968331336975,0.0865136981010437,0.8274458050727844,0.5930958986282349
