,loss,accuracy,val_loss,val_accuracy
0,0.36032629013061523,0.4425164461135864,0.16545505821704865,0.6147745847702026
1,0.1495828628540039,0.6529403328895569,0.13763804733753204,0.6945422291755676
2,0.13291391730308533,0.691918671131134,0.12543439865112305,0.7062889337539673
3,0.1244637742638588,0.7074719071388245,0.1224646121263504,0.7074339389801025
4,0.1186426430940628,0.7186448574066162,0.11900632828474045,0.706458568572998
5,0.11389506608247757,0.7311086058616638,0.11267698556184769,0.7255417704582214
6,0.11161009222269058,0.7333939671516418,0.11605335772037506,0.7032356262207031
7,0.10880354791879654,0.7398269176483154,0.10743740200996399,0.7348712682723999
8,0.10720458626747131,0.7425777912139893,0.11041627824306488,0.7150672078132629
9,0.1044565737247467,0.7445457577705383,0.10349468141794205,0.7432254552841187
10,0.10352205485105515,0.7508517503738403,0.10294981300830841,0.742462158203125
11,0.10159709304571152,0.7539835572242737,0.10045205056667328,0.7525126338005066
12,0.10211852192878723,0.7513595819473267,0.10178546607494354,0.7529790997505188
13,0.10058941692113876,0.7564593553543091,0.09897589683532715,0.7564140558242798
14,0.09952260553836823,0.7596758008003235,0.09942324459552765,0.7517492771148682
15,0.09769617021083832,0.7609666585922241,0.10069850832223892,0.7422077059745789
16,0.097323939204216,0.7591891288757324,0.09552081674337387,0.7584496140480042
17,0.09570826590061188,0.7672302722930908,0.09763894230127335,0.7559475898742676
18,0.09569188952445984,0.7661510705947876,0.09800494462251663,0.7514524459838867
19,0.09573712944984436,0.7655585408210754,0.09644807130098343,0.7599762678146362
20,0.09242183715105057,0.772393524646759,0.09726379811763763,0.7579831480979919
21,0.09428630024194717,0.7694521546363831,0.09618625044822693,0.7549298405647278
22,0.094241663813591,0.7685210704803467,0.10104995965957642,0.7399601340293884
23,0.09439949691295624,0.7706583142280579,0.0933285728096962,0.7743098139762878
24,0.09237565100193024,0.7727320790290833,0.09392642974853516,0.7679487466812134
25,0.09177272766828537,0.7750809192657471,0.09564433991909027,0.7539968490600586
26,0.09114695340394974,0.7777260541915894,0.09911885857582092,0.7570501565933228
27,0.09162074327468872,0.7751443982124329,0.09267161041498184,0.7680335640907288
28,0.09016316384077072,0.780476987361908,0.09299317747354507,0.7620542049407959
29,0.08900055289268494,0.7818735837936401,0.09110141545534134,0.7770662903785706
30,0.0909106433391571,0.7778530120849609,0.09546828269958496,0.7621390223503113
31,0.08958817273378372,0.7807943820953369,0.09327827394008636,0.7724438905715942
32,0.08893714100122452,0.7838415503501892,0.09087996184825897,0.7718926072120667
33,0.08936876803636551,0.7819370627403259,0.09392789006233215,0.7704083919525146
34,0.08897451311349869,0.7837569117546082,0.09274393320083618,0.7694754004478455
35,0.08770862966775894,0.7859364748001099,0.09545642137527466,0.7593825459480286
36,0.08844932913780212,0.7837145924568176,0.09707674384117126,0.7570925951004028
37,0.08965934813022614,0.7813445329666138,0.09681443870067596,0.7580255270004272
38,0.08980833739042282,0.7813657522201538,0.09770556539297104,0.7548025846481323
39,0.0887477770447731,0.7858518362045288,0.09167739003896713,0.7705780267715454
