,loss,accuracy,val_loss,val_accuracy
0,1.1594027280807495,0.139704167842865,0.5745745301246643,0.26254189014434814
1,0.3889131247997284,0.30928751826286316,0.26188284158706665,0.46134600043296814
2,0.2253289520740509,0.46903103590011597,0.19294919073581696,0.5056189298629761
3,0.1855883151292801,0.5304822325706482,0.1698305457830429,0.5634621381759644
4,0.16812171041965485,0.5765706896781921,0.15520267188549042,0.6229167580604553
5,0.15622524917125702,0.6094970107078552,0.14473038911819458,0.6472159624099731
6,0.14717738330364227,0.636350154876709,0.13681703805923462,0.6684194803237915
7,0.14010193943977356,0.656537652015686,0.13024604320526123,0.6832619309425354
8,0.13370589911937714,0.6734663844108582,0.12456013262271881,0.6978075504302979
9,0.12845662236213684,0.6878980994224548,0.11958205699920654,0.7137101888656616
10,0.12395010888576508,0.7004676461219788,0.11562768369913101,0.7230821251869202
11,0.12024684995412827,0.7092494368553162,0.11237436532974243,0.7314363121986389
12,0.11675599217414856,0.7160420417785645,0.10870269685983658,0.7388575673103333
13,0.11329936236143112,0.7261992692947388,0.10578607022762299,0.7458122968673706
14,0.10987316071987152,0.73692786693573,0.10477640479803085,0.7397904992103577
15,0.10851042717695236,0.7372029423713684,0.10106959193944931,0.7570077776908875
16,0.10525373369455338,0.7467465400695801,0.0991123765707016,0.763792872428894
17,0.10333558171987534,0.7525445818901062,0.09707291424274445,0.7672702670097351
18,0.10066170990467072,0.7589139938354492,0.09502246975898743,0.7710020542144775
19,0.09910157322883606,0.7602894902229309,0.09372693300247192,0.7792714238166809
20,0.09745796024799347,0.7655797004699707,0.09267088770866394,0.7776599526405334
21,0.09538279473781586,0.7717375159263611,0.08981024473905563,0.7864806652069092
22,0.09352072328329086,0.7774932980537415,0.08796808868646622,0.7900428175926208
23,0.09215768426656723,0.7803711891174316,0.08740387856960297,0.7916967272758484
24,0.09068131446838379,0.7840531468391418,0.08648169785737991,0.7952588796615601
25,0.0890606939792633,0.7872695922851562,0.08530627936124802,0.7940291166305542
26,0.0874212235212326,0.7912478446960449,0.08340713381767273,0.8025528788566589
27,0.08641796559095383,0.7949721813201904,0.0832241103053093,0.7958101630210876
28,0.08490891009569168,0.7976384162902832,0.08163753151893616,0.805182158946991
29,0.08398828655481339,0.8007702827453613,0.08027465641498566,0.8077265620231628
30,0.08293027430772781,0.8033307194709778,0.07993024587631226,0.8087443113327026
31,0.08138148486614227,0.8080284595489502,0.07874426245689392,0.8089987635612488
32,0.08101384341716766,0.8077956438064575,0.07741549611091614,0.8140451908111572
33,0.07953507453203201,0.8120701909065247,0.07658398151397705,0.8149781823158264
34,0.07869741320610046,0.8138688206672668,0.07704845815896988,0.8112887740135193
35,0.07767242938280106,0.8161542415618896,0.07609158754348755,0.8164200186729431
36,0.0766400694847107,0.8198573589324951,0.07458287477493286,0.8162503838539124
37,0.07578761130571365,0.8227987289428711,0.07386239618062973,0.8171409368515015
38,0.0750538632273674,0.8223966956138611,0.07392579317092896,0.8203214406967163
39,0.07456810027360916,0.8237932920455933,0.07324773818254471,0.8207030892372131
40,0.07332610338926315,0.8273060321807861,0.07310854643583298,0.8267673254013062
41,0.07280519604682922,0.8286179900169373,0.07158132642507553,0.827360987663269
42,0.07233574241399765,0.8292527794837952,0.07215353101491928,0.8272337913513184
43,0.07171819359064102,0.8323423266410828,0.07031255960464478,0.829947829246521
44,0.07052082568407059,0.8347334861755371,0.07033102214336395,0.830626368522644
45,0.06985592097043991,0.8378652930259705,0.07019869238138199,0.8310503959655762
46,0.06910648941993713,0.8378018140792847,0.06890377402305603,0.8336372375488281
47,0.06836550682783127,0.8405527472496033,0.069160096347332,0.831262469291687
48,0.06780431419610977,0.840108335018158,0.06814933568239212,0.8347398042678833
49,0.0673242136836052,0.8422667384147644,0.06778012961149216,0.8379203677177429
50,0.06685223430395126,0.8442981839179993,0.06728402525186539,0.8363088965415955
51,0.06621114164590836,0.8446367979049683,0.06772110611200333,0.8327891230583191
52,0.0657527819275856,0.8460333943367004,0.06658242642879486,0.8392349481582642
53,0.06460165977478027,0.8493979573249817,0.06623692810535431,0.8379203677177429
54,0.06461764127016068,0.8506888151168823,0.06628390401601791,0.8394045829772949
55,0.06352797150611877,0.8526990413665771,0.06528197973966599,0.8419490456581116
56,0.06299999356269836,0.8542226552963257,0.06533761322498322,0.8427123427391052
57,0.06246784329414368,0.8556404113769531,0.06436562538146973,0.8427123427391052
